GlobalWindow,PhysicalFrame,WindowInFrame,Time_ms,Range_m,AliasedVelocity_mps,RelativeStrength_dB,RangeBin
6,178,6,1.05,4.49143892684553,-80.9669036865234,5.57742818196615,47
7,178,7,1.242,0.488199883352775,-64.5205001831055,40.7903302510579,6
7,178,7,1.242,3.41739918346942,78.4366912841797,21.2952308654785,36
7,178,7,1.242,4.29615897350442,32.8928070068359,16.8550586700439,45
8,178,8,1.434,1.17167972004666,21.5068340301514,36.8589477539062,13
8,178,8,1.434,3.31975920679887,-54.3996391296387,19.4243698120117,35
8,178,8,1.434,4.10087902016331,-54.3996391296387,17.0660419464111,43
8,178,8,1.434,5.56547867022163,-21.5068340301514,14.4982646306356,58
9,178,9,1.626,1.17167972004666,45.5438842773438,43.1451301574707,13
9,178,9,1.626,3.41739918346942,-43.0136680603027,22.7937730153402,36
9,178,9,1.626,5.07727878686886,44.2787780761719,17.4183444976807,53
9,178,9,1.626,4.68671888018664,75.9064712524414,17.3667494455973,49
10,178,10,1.818,0.976399766705549,63.2553939819336,50.9407450358073,11
11,178,11,2.01,0.878759790034994,72.1111526489258,45.5062573750814,10
11,178,11,2.01,3.12447925345776,-21.5068340301514,23.9763768513997,33
11,178,11,2.01,4.10087902016331,-21.5068340301514,21.9027296702067,43
11,178,11,2.01,4.78435885685719,-70.8460464477539,20.6950963338216,50
11,178,11,2.01,5.56547867022163,75.9064712524414,17.3225733439128,58
12,178,12,2.202,0.878759790034994,-78.4366912841797,41.7260462443034,10
12,178,12,2.202,1.65987960339943,-78.4366912841797,37.6347783406576,18
12,178,12,2.202,3.22211923012831,-21.5068340301514,24.386754989624,34
12,178,12,2.202,4.19851899683386,-21.5068340301514,20.251454671224,44
12,178,12,2.202,4.68671888018664,-75.9064712524414,19.1628869374593,49
13,178,13,2.394,1.56223962672888,-70.8460464477539,40.4436772664388,17
13,178,13,2.394,0.781119813364439,-72.1111526489258,36.3000933329264,9
13,178,13,2.394,3.22211923012831,-21.5068340301514,22.7633221944173,34
13,178,13,2.394,5.85839860023329,53.1345329284668,18.2768395741781,61
14,178,14,2.586,1.36695967338777,-63.2553939819336,37.16033299764,15
14,178,14,2.586,5.37019871688052,53.1345329284668,14.2489732106527,56
14,178,14,2.586,4.49143892684553,-64.5205001831055,13.7261622746785,47
15,178,15,2.778,1.26931969671721,-61.9902877807617,37.5419858296712,14
15,178,15,2.778,2.05043951008165,-61.9902877807617,36.0602633158366,22
16,178,16,2.97,1.9527995334111,-61.9902877807617,38.125244140625,21
16,178,16,2.97,1.26931969671721,-60.7251777648926,33.3435427347819,14
16,178,16,2.97,5.56547867022163,-56.9298553466797,14.7086950937907,58
17,179,1,3.59,1.9527995334111,-60.7251777648926,35.8775329589844,21
17,179,1,3.59,5.46783869355107,-61.9902877807617,12.760272026062,57
17,179,1,3.59,4.19851899683386,43.0136680603027,12.6207116444906,44
18,179,2,3.782,1.85515955674054,-63.2553939819336,29.4930896759033,20
18,179,2,3.782,4.29615897350442,43.0136680603027,12.3633276621501,45
18,179,2,3.782,5.66311864689219,54.3996391296387,12.2172638575236,59
19,179,3,3.974,1.75751958006999,-60.7251777648926,31.6873709360758,19
19,179,3,3.974,2.53863939343443,-60.7251777648926,25.7586148579915,27
19,179,3,3.974,4.9796388101983,53.1345329284668,13.151167233785,52
19,179,3,3.974,5.76075862356274,-54.3996391296387,12.2329165140788,60
20,179,4,4.166,1.65987960339943,-59.4600715637207,32.596809387207,18
20,179,4,4.166,2.53863939343443,-58.1949653625488,31.5997009277344,27
20,179,4,4.166,5.27255874020996,-56.9298553466797,14.0197636286418,55
21,179,5,4.358,2.44099941676387,-59.4600715637207,33.3612174987793,26
21,179,5,4.358,1.56223962672888,-58.1949653625488,28.3806114196777,17
21,179,5,4.358,4.39379895017497,63.2553939819336,17.2728735605876,46
21,179,5,4.358,5.07727878686886,-59.4600715637207,14.3499294916789,53
22,179,6,4.55,2.34335944009332,-59.4600715637207,31.4369379679362,25
22,179,6,4.55,1.46459965005832,-56.9298553466797,17.7218163808187,16
22,179,6,4.55,4.58907890351608,65.7856140136719,17.5631427764893,48
22,179,6,4.55,3.80795909015164,64.5205001831055,15.5509306589762,40
22,179,6,4.55,0.585839860023329,-54.3996391296387,14.3819433848063,7
23,179,7,4.742,2.24571946342276,-61.9902877807617,25.8368822733561,24
23,179,7,4.742,5.07727878686886,64.5205001831055,9.67299842834473,53
24,179,8,4.934,2.14807948675221,-61.9902877807617,26.3097928365072,23
24,179,8,4.934,3.0268392767872,-64.5205001831055,20.6269041697184,32
24,179,8,4.934,5.66311864689219,-54.3996391296387,8.63650385538737,59
25,179,9,5.126,2.92919930011665,-63.2553939819336,28.7934462229411,31
25,179,9,5.126,2.05043951008165,-61.9902877807617,27.7411963144938,22
25,179,9,5.126,5.46783869355107,-61.9902877807617,13.3968760172526,57
26,179,10,5.318,2.83155932344609,-63.2553939819336,32.2267367045085,30
26,179,10,5.318,2.05043951008165,-63.2553939819336,24.4187615712484,22
26,179,10,5.318,4.68671888018664,64.5205001831055,13.5852368672689,49
26,179,10,5.318,5.66311864689219,-64.5205001831055,13.4446551005046,59
27,179,11,5.51,2.73391934677554,-63.2553939819336,32.7951354980469,29
28,179,12,5.702,2.63627937010498,-65.7856140136719,30.9449672698975,28
28,179,12,5.702,5.17491876353941,63.2553939819336,6.2548975944519,54
29,179,13,5.894,2.63627937010498,-65.7856140136719,27.1455669403076,28
29,179,13,5.894,5.56547867022163,-65.7856140136719,7.8199200630188,58
30,179,14,6.086,3.12447925345776,-65.7856140136719,27.8126405080159,33
30,179,14,6.086,5.76075862356274,74.6413650512695,6.50168148676554,60
31,179,15,6.278,3.0268392767872,-69.5809326171875,28.4299322764079,32
31,179,15,6.278,0.585839860023329,-69.5809326171875,11.5774978001912,7
32,179,16,6.47,2.92919930011665,-70.8460464477539,27.4634234110514,31
32,179,16,6.47,1.36695967338777,-69.5809326171875,15.0837818781535,15
32,179,16,6.47,0.683479836693884,-70.8460464477539,14.9502067565918,8
32,179,16,6.47,5.27255874020996,-70.8460464477539,10.1482769648234,55
33,180,1,7.09,3.61267913681053,-73.3762588500977,25.4266198476156,38
33,180,1,7.09,2.92919930011665,-73.3762588500977,24.2948519388835,31
33,180,1,7.09,1.36695967338777,-70.8460464477539,14.2717822392782,15
34,180,2,7.282,3.61267913681053,-74.6413650512695,26.0904922485352,38
34,180,2,7.282,0.683479836693884,-72.1111526489258,11.6955388387044,8
35,180,3,7.474,3.51503916013998,-74.6413650512695,26.2076428731283,37
35,180,3,7.474,5.56547867022163,-67.0507202148438,6.10967270533244,58
36,180,4,7.666,3.41739918346942,-75.9064712524414,25.347349802653,36
36,180,4,7.666,0.683479836693884,-74.6413650512695,9.11228402455648,8
37,180,5,7.858,3.41739918346942,-75.9064712524414,24.0770670572917,36
37,180,5,7.858,4.19851899683386,-75.9064712524414,20.5241209665934,44
37,180,5,7.858,1.75751958006999,-75.9064712524414,9.4126828511556,19
37,180,5,7.858,0.976399766705549,-74.6413650512695,8.28087075551351,11
38,180,6,8.05,4.00323904349275,-78.4366912841797,24.4325154622396,42
38,180,6,8.05,0.878759790034994,-74.6413650512695,10.5540657043457,10
39,180,7,8.242,4.00323904349275,-78.4366912841797,25.916810353597,42
39,180,7,8.242,1.75751958006999,-75.9064712524414,5.49206797281901,19
39,180,7,8.242,0.683479836693884,-21.5068340301514,4.86580228805542,8
40,180,8,8.434,3.9055990668222,-77.1715850830078,26.0618928273519,41
40,180,8,8.434,2.53863939343443,-79.7017974853516,8.59805679321289,27
40,180,8,8.434,5.66311864689219,-80.9669036865234,7.99034293492635,59
40,180,8,8.434,0.976399766705549,-78.4366912841797,7.19205665588379,11
41,180,9,8.626,3.80795909015164,-78.4366912841797,25.6880594889323,40
41,180,9,8.626,1.26931969671721,-79.7017974853516,6.06714693705241,14
42,180,10,8.818,3.71031911348109,-79.7017974853516,24.5002396901449,39
42,180,10,8.818,4.49143892684553,-79.7017974853516,21.0049266815186,47
43,180,11,9.01,4.49143892684553,79.7017974853516,23.5166250864665,47
43,180,11,9.01,3.71031911348109,-79.7017974853516,21.2268664042155,39
43,180,11,9.01,0.976399766705549,79.7017974853516,8.9622106552124,11
44,180,12,9.202,4.39379895017497,-80.9669036865234,23.836404800415,46
44,180,12,9.202,1.65987960339943,34.1579132080078,6.4078041712443,18
45,180,13,9.394,4.29615897350442,78.4366912841797,23.9559656778971,45
45,180,13,9.394,1.75751958006999,21.5068340301514,7.53044319152832,19
46,180,14,9.586,4.10087902016331,43.0136680603027,19.224827448527,43
46,180,14,9.586,4.88199883352775,53.1345329284668,18.3104089101156,51
46,180,14,9.586,2.73391934677554,41.7485618591309,6.80890989303589,29
46,180,14,9.586,1.0740397433761,-54.3996391296387,6.76357555389404,12
47,180,15,9.778,4.68671888018664,43.0136680603027,13.1219523747762,49
47,180,15,9.778,4.10087902016331,21.5068340301514,11.488184928894,43
47,180,15,9.778,1.9527995334111,75.9064712524414,7.38025776545207,21
47,180,15,9.778,2.53863939343443,61.9902877807617,5.69059276580811,27
47,180,15,9.778,0.585839860023329,53.1345329284668,4.90306186676025,7
48,180,16,9.97,5.07727878686886,21.5068340301514,12.4977184931437,53
48,180,16,9.97,3.31975920679887,21.5068340301514,8.88169542948405,35
48,180,16,9.97,4.19851899683386,21.5068340301514,8.22777779897054,44
48,180,16,9.97,1.9527995334111,31.6276969909668,6.0718371073405,21
48,180,16,9.97,2.63627937010498,-67.0507202148438,4.62747796376546,28
