GlobalWindow,PhysicalFrame,WindowInFrame,Time_ms,Range_m,AliasedVelocity_mps,RelativeStrength_dB,RangeBin
18,88,2,3.782,2.44099941676387,41.7485618591309,13.1038958231608,26
18,88,2,3.782,5.27255874020996,-21.5068340301514,9.70435078938802,55
19,88,3,3.974,4.00323904349275,21.5068340301514,23.5366452534993,42
19,88,3,3.974,1.85515955674054,-41.7485618591309,13.9157155354818,20
20,88,4,4.166,4.19851899683386,21.5068340301514,25.0340296427409,44
20,88,4,4.166,2.44099941676387,-56.9298553466797,12.8260882695516,26
20,88,4,4.166,5.07727878686886,21.5068340301514,9.92907428741455,53
21,88,5,4.358,4.19851899683386,21.5068340301514,27.7316252390544,44
21,88,5,4.358,1.46459965005832,-40.4834518432617,10.3170388539632,16
21,88,5,4.358,2.63627937010498,69.5809326171875,8.32974910736084,28
22,88,6,4.55,4.49143892684553,21.5068340301514,25.8050263722738,47
22,88,6,4.55,1.26931969671721,78.4366912841797,20.0464000701904,14
22,88,6,4.55,2.63627937010498,69.5809326171875,12.9144897460938,28
23,88,7,4.742,1.46459965005832,-60.7251777648926,23.7541389465332,16
23,88,7,4.742,4.88199883352775,21.5068340301514,22.0702145894368,51
23,88,7,4.742,3.51503916013998,21.5068340301514,15.4622936248779,37
24,88,8,4.934,3.41739918346942,-21.5068340301514,14.7193164825439,36
24,88,8,4.934,3.71031911348109,21.5068340301514,14.6281499862671,39
24,88,8,4.934,1.65987960339943,-20.2417259216309,12.0230522155762,18
24,88,8,4.934,4.68671888018664,-21.5068340301514,11.3703502019246,49
25,88,9,5.126,4.10087902016331,21.5068340301514,18.5068689982096,43
25,88,9,5.126,1.9527995334111,21.5068340301514,15.0071090062459,21
25,88,9,5.126,3.31975920679887,21.5068340301514,14.4958976109823,35
25,88,9,5.126,2.73391934677554,72.1111526489258,14.4407548904419,29
26,88,10,5.318,3.61267913681053,43.0136680603027,23.9881687164307,38
26,88,10,5.318,1.36695967338777,46.8089942932129,20.811990737915,15
27,88,11,5.51,4.78435885685719,-21.5068340301514,28.5363699595133,50
27,88,11,5.51,3.41739918346942,-21.5068340301514,22.5552190144857,36
27,88,11,5.51,1.26931969671721,31.6276969909668,18.3990338643392,14
27,88,11,5.51,2.63627937010498,69.5809326171875,12.8245007197062,28
28,88,12,5.702,3.51503916013998,21.5068340301514,30.1852671305339,37
28,88,12,5.702,4.9796388101983,-21.5068340301514,25.5120836893717,52
29,88,13,5.894,3.71031911348109,21.5068340301514,19.9390659332275,39
29,88,13,5.894,5.07727878686886,21.5068340301514,19.7468344370524,53
30,88,14,6.086,1.17167972004666,-67.0507202148438,31.62344678243,13
30,88,14,6.086,3.51503916013998,-21.5068340301514,23.3507048288981,37
30,88,14,6.086,5.17491876353941,-21.5068340301514,19.1180960337321,54
31,88,15,6.278,5.27255874020996,21.5068340301514,28.487907409668,55
31,88,15,6.278,1.17167972004666,-50.6043167114258,23.2318935394287,13
31,88,15,6.278,1.75751958006999,58.1949653625488,20.3901526133219,19
31,88,15,6.278,3.80795909015164,21.5068340301514,20.2484531402588,40
32,88,16,6.47,3.61267913681053,21.5068340301514,27.5834306081136,38
32,88,16,6.47,1.85515955674054,67.0507202148438,21.832041422526,20
32,88,16,6.47,5.17491876353941,21.5068340301514,20.3067245483398,54
