GlobalWindow,PhysicalFrame,WindowInFrame,Time_ms,Range_m,AliasedVelocity_mps,RelativeStrength_dB,RangeBin,FittedRange_m,FitResidual_m,ExpectedAliasedVelocity_mps,CircularVelocityResidual_mps,AmbiguityNumber,UnwrappedVelocity_mps,MeasuredSpeed_mps,MeasuredSpeedResidual_mps,DistanceFitSpeedResidual_mps,GlobalUnwrapPathCost,RangeVelocityCouplingMagnitude_m,CorrectedRange_m
11,87,11,2.01,1.9527995334111,-50.6043167114258,37.6720199584961,21,2.15041436261108,-0.197614829199978,-33.4010817291407,17.2032349822851,8,1244.86617951803,1207.82892,37.0372595180297,306.664389075079,26.7609233962614,1.60129561681509,1.9527995334111
12,87,12,2.202,2.24571946342276,31.6276969909668,30.1997057596842,24,2.33054910637612,-0.0848296429533595,-33.4010817291407,65.0287787201075,7,1165.16438119174,1207.82892,-42.6645388082597,226.962590748789,26.7609233962614,1.49877364103005,2.24571946342276
13,87,13,2.394,2.63627937010498,53.1345329284668,28.1318105061849,28,2.51068385014117,0.125595519963813,-33.4010817291407,75.3981973710744,7,1186.67121712924,1207.82892,-21.1577028707597,248.469426686289,26.7609233962614,1.52643830305148,2.63627937010498
14,87,14,2.586,2.83155932344609,59.4600715637207,35.1248372395833,30,2.69081859390622,0.140740729539877,-33.4010817291407,69.0726587358205,7,1192.99675576449,1207.82892,-14.8321642355058,254.794965321543,26.7609233962614,1.53457496662005,2.83155932344609
15,87,15,2.778,3.0268392767872,51.8694229125977,28.0289840698242,32,2.87095333767126,0.15588593911594,-33.4010817291407,76.6633073869436,7,1185.40610711337,1207.82892,-22.4228128866289,247.20431667042,26.7609233962614,1.52481096739361,3.0268392767872
16,87,16,2.97,3.12447925345776,73.3762588500977,27.6459019978841,33,3.05108808143631,0.0733911720214482,-33.4010817291407,55.1564714494436,7,1206.91294305087,1207.82892,-0.91597694912889,268.71115260792,26.7609233962614,1.55247562941505,3.12447925345776
17,88,1,3.59,3.51503916013998,43.0136680603027,29.6131807963053,37,3.63277319151094,-0.117734031370961,-33.4010817291407,76.4147497894434,7,1176.55035226108,1207.82892,-31.2785677389238,238.348561818125,26.7609233962614,1.51341963741623,3.51503916013998
18,88,2,3.782,3.71031911348109,43.0136680603027,30.9033400217692,39,3.81290793527598,-0.102588821794898,-33.4010817291407,76.4147497894434,7,1176.55035226108,1207.82892,-31.2785677389238,238.348561818125,26.7609233962614,1.51341963741623,3.71031911348109
19,88,3,3.974,4.00323904349275,21.5068340301514,23.5366452534993,42,3.99304267904103,0.01019636445172,-33.4010817291407,54.9079157592921,7,1155.04351823092,1207.82892,-52.7854017690752,216.841727787974,26.7609233962614,1.48575497784826,4.00323904349275
20,88,4,4.166,4.19851899683386,21.5068340301514,25.0340296427409,44,4.17317742280608,0.0253415740277827,-33.4010817291407,54.9079157592921,7,1155.04351823092,1207.82892,-52.7854017690752,216.841727787974,26.7609233962614,1.48575497784826,4.19851899683386
21,88,5,4.358,4.19851899683386,21.5068340301514,27.7316252390544,44,4.35331216657112,-0.154793169737263,-33.4010817291407,54.9079157592921,7,1155.04351823092,1207.82892,-52.7854017690752,216.841727787974,26.7609233962614,1.48575497784826,4.19851899683386
22,88,6,4.55,4.49143892684553,21.5068340301514,25.8050263722738,47,4.53344691033617,-0.0420079834906453,-33.4010817291407,54.9079157592921,7,1155.04351823092,1207.82892,-52.7854017690752,216.841727787974,26.7609233962614,1.48575497784826,4.49143892684553
23,88,7,4.742,4.88199883352775,21.5068340301514,22.0702145894368,51,4.71358165410122,0.168417179426529,-33.4010817291407,54.9079157592921,7,1155.04351823092,1207.82892,-52.7854017690752,216.841727787974,26.7609233962614,1.48575497784826,4.88199883352775
